Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Stanislaus,2018,Female,369,279560,132,118.9,146.2,
Gonorrhea,Stanislaus,2018,Male,457,275143,166.1,151.2,182,
Gonorrhea,Stanislaus,2018,Total,828,554703,149.3,139.3,159.8,
Gonorrhea,Sutter,2001,Female,14,40526,34.5,18.9,58,
Gonorrhea,Sutter,2001,Male,8,39714,20.1,8.7,39.7,*
Gonorrhea,Sutter,2001,Total,22,80240,27.4,17.2,41.5,
Gonorrhea,Sutter,2002,Female,16,41367,38.7,22.1,62.8,
Gonorrhea,Sutter,2002,Male,14,40569,34.5,18.9,57.9,
Gonorrhea,Sutter,2002,Total,30,81936,36.6,24.7,52.3,
Gonorrhea,Sutter,2003,Female,31,42455,73,49.6,103.6,
Gonorrhea,Sutter,2003,Male,18,41653,43.2,25.6,68.3,
Gonorrhea,Sutter,2003,Total,49,84108,58.3,43.1,77,
Gonorrhea,Sutter,2004,Female,38,43461,87.4,61.9,120,
Gonorrhea,Sutter,2004,Male,23,42631,54,34.2,80.9,
Gonorrhea,Sutter,2004,Total,61,86092,70.9,54.2,91,
Gonorrhea,Sutter,2005,Female,43,44456,96.7,70,130.3,
Gonorrhea,Sutter,2005,Male,35,43650,80.2,55.9,111.5,
Gonorrhea,Sutter,2005,Total,78,88106,88.5,70,110.5,
Gonorrhea,Sutter,2006,Female,24,45699,52.5,33.7,78.1,
Gonorrhea,Sutter,2006,Male,11,44929,24.5,12.2,43.8,*
Gonorrhea,Sutter,2006,Total,35,90628,38.6,26.9,53.7,
Gonorrhea,Sutter,2007,Female,9,46629,19.3,8.8,36.6,*
Gonorrhea,Sutter,2007,Male,13,45873,28.3,15.1,48.5,
Gonorrhea,Sutter,2007,Total,22,92502,23.8,14.9,36,
Gonorrhea,Sutter,2008,Female,8,47099,17,7.3,33.5,*
Gonorrhea,Sutter,2008,Male,6,46366,12.9,4.7,28.2,*
Gonorrhea,Sutter,2008,Total,14,93465,15,8.2,25.1,
Gonorrhea,Sutter,2009,Female,9,47546,18.9,8.7,35.9,*
Gonorrhea,Sutter,2009,Male,11,46826,23.5,11.7,42,*
Gonorrhea,Sutter,2009,Total,20,94372,21.2,12.9,32.7,
Gonorrhea,Sutter,2010,Female,18,47772,37.7,22.3,59.5,
Gonorrhea,Sutter,2010,Male,12,47085,25.5,13.2,44.5,
Gonorrhea,Sutter,2010,Total,30,94857,31.6,21.3,45.1,
Gonorrhea,Sutter,2011,Female,11,47983,22.9,11.4,41,*
Gonorrhea,Sutter,2011,Male,13,47406,27.4,14.6,46.9,
Gonorrhea,Sutter,2011,Total,24,95389,25.2,16.1,37.4,
Gonorrhea,Sutter,2012,Female,16,48137,33.2,19,54,
Gonorrhea,Sutter,2012,Male,6,47616,12.6,4.6,27.4,*
Gonorrhea,Sutter,2012,Total,22,95753,23,14.4,34.8,
Gonorrhea,Sutter,2013,Female,35,48412,72.3,50.4,100.5,
Gonorrhea,Sutter,2013,Male,37,47893,77.3,54.4,106.5,
Gonorrhea,Sutter,2013,Total,72,96305,74.8,58.5,94.1,
Gonorrhea,Sutter,2014,Female,44,48637,90.5,65.7,121.4,
Gonorrhea,Sutter,2014,Male,40,48228,82.9,59.3,112.9,
Gonorrhea,Sutter,2014,Total,84,96865,86.7,69.2,107.4,
Gonorrhea,Sutter,2015,Female,54,48877,110.5,83,144.1,
Gonorrhea,Sutter,2015,Male,42,48464,86.7,62.5,117.1,
Gonorrhea,Sutter,2015,Total,96,97341,98.6,79.9,120.4,
Gonorrhea,Sutter,2016,Female,42,49163,85.4,61.6,115.5,
Gonorrhea,Sutter,2016,Male,38,48773,77.9,55.1,106.9,
Gonorrhea,Sutter,2016,Total,80,97936,81.7,64.8,101.7,
Gonorrhea,Sutter,2017,Female,53,49328,107.4,80.5,140.5,
Gonorrhea,Sutter,2017,Male,85,49014,173.4,138.5,214.4,
Gonorrhea,Sutter,2017,Total,139,98342,141.3,118.8,166.9,
Gonorrhea,Sutter,2018,Female,72,49496,145.5,113.8,183.2,
Gonorrhea,Sutter,2018,Male,62,49239,125.9,96.6,161.4,
Gonorrhea,Sutter,2018,Total,135,98735,136.7,114.7,161.8,
Gonorrhea,Tehama,2001,Female,2,28540,7,0.8,25.3,*
Gonorrhea,Tehama,2001,Male,0,27925,0,0,13.2,#
Gonorrhea,Tehama,2001,Total,2,56465,3.5,0.4,12.8,*
Gonorrhea,Tehama,2002,Female,2,28910,6.9,0.8,25,*
Gonorrhea,Tehama,2002,Male,0,28371,0,0,13,#
Gonorrhea,Tehama,2002,Total,2,57281,3.5,0.4,12.6,*
Gonorrhea,Tehama,2003,Female,3,29459,10.2,2.1,29.8,*
Gonorrhea,Tehama,2003,Male,0,28956,0,0,12.7,#
Gonorrhea,Tehama,2003,Total,3,58415,5.1,1.1,15,*
Gonorrhea,Tehama,2004,Female,7,29977,23.4,9.4,48.1,*
Gonorrhea,Tehama,2004,Male,5,29516,16.9,5.5,39.5,*
Gonorrhea,Tehama,2004,Total,12,59493,20.2,10.4,35.2,
Gonorrhea,Tehama,2005,Female,12,30447,39.4,20.4,68.8,
Gonorrhea,Tehama,2005,Male,6,30014,20,7.3,43.5,*
Gonorrhea,Tehama,2005,Total,19,60461,31.4,18.9,49.1,
Gonorrhea,Tehama,2006,Female,19,30951,61.4,37,95.8,
Gonorrhea,Tehama,2006,Male,7,30591,22.9,9.2,47.1,*
Gonorrhea,Tehama,2006,Total,26,61542,42.2,27.6,61.9,
Gonorrhea,Tehama,2007,Female,7,31175,22.5,9,46.3,*
Gonorrhea,Tehama,2007,Male,7,30836,22.7,9.1,46.8,*
Gonorrhea,Tehama,2007,Total,14,62011,22.6,12.3,37.9,
Gonorrhea,Tehama,2008,Female,2,31514,6.3,0.8,22.9,*
Gonorrhea,Tehama,2008,Male,2,31206,6.4,0.8,23.2,*
Gonorrhea,Tehama,2008,Total,4,62720,6.4,1.7,16.3,*
Gonorrhea,Tehama,2009,Female,7,31697,22.1,8.9,45.5,*
Gonorrhea,Tehama,2009,Male,9,31425,28.6,13.1,54.4,*
Gonorrhea,Tehama,2009,Total,16,63122,25.3,14.5,41.2,
Gonorrhea,Tehama,2010,Female,2,31886,6.3,0.8,22.7,*
Gonorrhea,Tehama,2010,Male,1,31647,3.2,0.1,17.6,*
Gonorrhea,Tehama,2010,Total,3,63533,4.7,1,13.8,*
Gonorrhea,Tehama,2011,Female,5,31977,15.6,5.1,36.5,*
Gonorrhea,Tehama,2011,Male,4,31682,12.6,3.4,32.3,*
Gonorrhea,Tehama,2011,Total,9,63659,14.1,6.5,26.8,*
Gonorrhea,Tehama,2012,Female,19,32037,59.3,35.7,92.6,
Gonorrhea,Tehama,2012,Male,23,31723,72.5,46,108.8,
Gonorrhea,Tehama,2012,Total,42,63760,65.9,47.5,89,
Gonorrhea,Tehama,2013,Female,24,32044,74.9,48,111.4,
Gonorrhea,Tehama,2013,Male,36,31709,113.5,79.5,157.1,
Gonorrhea,Tehama,2013,Total,60,63753,94.1,71.8,121.1,
Gonorrhea,Tehama,2014,Female,46,32157,143,104.7,190.8,
Gonorrhea,Tehama,2014,Male,30,31775,94.4,63.7,134.8,
Gonorrhea,Tehama,2014,Total,76,63932,118.9,93.7,148.8,
Gonorrhea,Tehama,2015,Female,39,32273,120.8,85.9,165.2,
Gonorrhea,Tehama,2015,Male,34,31840,106.8,74,149.2,
Gonorrhea,Tehama,2015,Total,73,64113,113.9,89.3,143.1,
Gonorrhea,Tehama,2016,Female,43,32407,132.7,96,178.7,
Gonorrhea,Tehama,2016,Male,41,31929,128.4,92.2,174.2,
Gonorrhea,Tehama,2016,Total,84,64336,130.6,104.2,161.6,
Gonorrhea,Tehama,2017,Female,52,32464,160.2,119.7,210,
Gonorrhea,Tehama,2017,Male,42,31943,131.5,94.8,177.7,
Gonorrhea,Tehama,2017,Total,95,64407,147.5,119.4,180.3,
Gonorrhea,Tehama,2018,Female,41,32540,126,90.4,170.9,
Gonorrhea,Tehama,2018,Male,38,31992,118.8,84.1,163,
Gonorrhea,Tehama,2018,Total,79,64532,122.4,96.9,152.5,
Gonorrhea,Trinity,2001,Female,,6327,,,,s
Gonorrhea,Trinity,2001,Male,,6636,,,,s
Gonorrhea,Trinity,2001,Total,1,12963,7.7,0.2,43,*
Gonorrhea,Trinity,2002,Female,,6408,,,,s
Gonorrhea,Trinity,2002,Male,,6751,,,,s
Gonorrhea,Trinity,2002,Total,1,13159,7.6,0.2,42.3,*
Gonorrhea,Trinity,2003,Female,0,6516,0,0,56.6,#
Gonorrhea,Trinity,2003,Male,0,6872,0,0,53.7,#
Gonorrhea,Trinity,2003,Total,0,13388,0,0,27.6,#
Gonorrhea,Trinity,2004,Female,,6574,,,,s
Gonorrhea,Trinity,2004,Male,,6945,,,,s
Gonorrhea,Trinity,2004,Total,3,13519,22.2,4.6,64.8,*
Gonorrhea,Trinity,2005,Female,0,6697,0,0,55.1,#
Gonorrhea,Trinity,2005,Male,0,7092,0,0,52,#
Gonorrhea,Trinity,2005,Total,0,13789,0,0,26.7,#
Gonorrhea,Trinity,2006,Female,,6718,,,,s
Gonorrhea,Trinity,2006,Male,,7105,,,,s
Gonorrhea,Trinity,2006,Total,2,13823,14.5,1.8,52.3,*
Gonorrhea,Trinity,2007,Female,,6689,,,,s
Gonorrhea,Trinity,2007,Male,,7098,,,,s
Gonorrhea,Trinity,2007,Total,2,13787,14.5,1.8,52.4,*
Gonorrhea,Trinity,2008,Female,0,6646,0,0,55.5,#
Gonorrhea,Trinity,2008,Male,0,7084,0,0,52.1,#
Gonorrhea,Trinity,2008,Total,0,13730,0,0,26.9,#
Gonorrhea,Trinity,2009,Female,,6670,,,,s
Gonorrhea,Trinity,2009,Male,,7101,,,,s
Gonorrhea,Trinity,2009,Total,1,13771,7.3,0.2,40.5,*
Gonorrhea,Trinity,2010,Female,,6682,,,,s
Gonorrhea,Trinity,2010,Male,,7116,,,,s
Gonorrhea,Trinity,2010,Total,1,13798,7.2,0.2,40.4,*
Gonorrhea,Trinity,2011,Female,,6672,,,,s
Gonorrhea,Trinity,2011,Male,,7060,,,,s
Gonorrhea,Trinity,2011,Total,1,13732,7.3,0.2,40.6,*
Gonorrhea,Trinity,2012,Female,0,6686,0,0,55.2,#
Gonorrhea,Trinity,2012,Male,0,7045,0,0,52.3,#
Gonorrhea,Trinity,2012,Total,0,13731,0,0,26.9,#
Gonorrhea,Trinity,2013,Female,,6670,,,,s
Gonorrhea,Trinity,2013,Male,,7015,,,,s
Gonorrhea,Trinity,2013,Total,2,13685,14.6,1.8,52.8,*
Gonorrhea,Trinity,2014,Female,,6641,,,,s
Gonorrhea,Trinity,2014,Male,,6985,,,,s
Gonorrhea,Trinity,2014,Total,7,13626,51.4,20.7,105.8,*
Gonorrhea,Trinity,2015,Female,,6613,,,,s
Gonorrhea,Trinity,2015,Male,,6943,,,,s
Gonorrhea,Trinity,2015,Total,12,13556,88.5,45.7,154.6,
Gonorrhea,Trinity,2016,Female,,6590,,,,s
Gonorrhea,Trinity,2016,Male,,6899,,,,s
Gonorrhea,Trinity,2016,Total,10,13489,74.1,35.6,136.3,*
Gonorrhea,Trinity,2017,Female,,6590,,,,s
Gonorrhea,Trinity,2017,Male,,6863,,,,s
Gonorrhea,Trinity,2017,Total,7,13453,52,20.9,107.2,*
Gonorrhea,Trinity,2018,Female,,6573,,,,s
Gonorrhea,Trinity,2018,Male,,6834,,,,s
Gonorrhea,Trinity,2018,Total,12,13407,89.5,46.3,156.3,
Gonorrhea,Tulare,2001,Female,46,186935,24.6,18,32.8,
Gonorrhea,Tulare,2001,Male,37,187217,19.8,13.9,27.2,
Gonorrhea,Tulare,2001,Total,83,374152,22.2,17.7,27.5,
Gonorrhea,Tulare,2002,Female,87,190521,45.7,36.6,56.3,
Gonorrhea,Tulare,2002,Male,64,190673,33.6,25.9,42.9,
Gonorrhea,Tulare,2002,Total,151,381194,39.6,33.5,46.5,
Gonorrhea,Tulare,2003,Female,106,195203,54.3,44.5,65.7,
Gonorrhea,Tulare,2003,Male,94,195167,48.2,38.9,58.9,
Gonorrhea,Tulare,2003,Total,200,390370,51.2,44.4,58.8,
Gonorrhea,Tulare,2004,Female,236,199964,118,103.5,134.1,
Gonorrhea,Tulare,2004,Male,171,199949,85.5,73.2,99.3,
Gonorrhea,Tulare,2004,Total,408,399913,102,92.4,112.4,
Gonorrhea,Tulare,2005,Female,222,204140,108.7,94.9,124,
Gonorrhea,Tulare,2005,Male,182,204263,89.1,76.6,103,
Gonorrhea,Tulare,2005,Total,405,408403,99.2,89.7,109.3,
Gonorrhea,Tulare,2006,Female,271,207930,130.3,115.3,146.8,
Gonorrhea,Tulare,2006,Male,198,208162,95.1,82.3,109.3,
Gonorrhea,Tulare,2006,Total,469,416092,112.7,102.7,123.4,
Gonorrhea,Tulare,2007,Female,165,211625,78,66.5,90.8,
Gonorrhea,Tulare,2007,Male,148,211983,69.8,59,82,
Gonorrhea,Tulare,2007,Total,313,423608,73.9,65.9,82.5,
Gonorrhea,Tulare,2008,Female,102,215546,47.3,38.6,57.4,
Gonorrhea,Tulare,2008,Male,89,215925,41.2,33.1,50.7,
Gonorrhea,Tulare,2008,Total,191,431471,44.3,38.2,51,
Gonorrhea,Tulare,2009,Female,61,218918,27.9,21.3,35.8,
Gonorrhea,Tulare,2009,Male,39,219490,17.8,12.6,24.3,
Gonorrhea,Tulare,2009,Total,100,438408,22.8,18.6,27.7,
Gonorrhea,Tulare,2010,Female,44,220828,19.9,14.5,26.7,
Gonorrhea,Tulare,2010,Male,46,221509,20.8,15.2,27.7,
Gonorrhea,Tulare,2010,Total,90,442337,20.3,16.4,25,
Gonorrhea,Tulare,2011,Female,50,223343,22.4,16.6,29.5,
Gonorrhea,Tulare,2011,Male,43,224018,19.2,13.9,25.9,
Gonorrhea,Tulare,2011,Total,93,447361,20.8,16.8,25.5,
Gonorrhea,Tulare,2012,Female,77,225717,34.1,26.9,42.6,
Gonorrhea,Tulare,2012,Male,92,226310,40.7,32.8,49.9,
Gonorrhea,Tulare,2012,Total,169,452027,37.4,32,43.5,
Gonorrhea,Tulare,2013,Female,131,227836,57.5,48.1,68.2,
Gonorrhea,Tulare,2013,Male,161,228611,70.4,60,82.2,
Gonorrhea,Tulare,2013,Total,293,456447,64.2,57.1,72,
Gonorrhea,Tulare,2014,Female,177,229658,77.1,66.1,89.3,
Gonorrhea,Tulare,2014,Male,213,230467,92.4,80.4,105.7,
Gonorrhea,Tulare,2014,Total,390,460125,84.8,76.6,93.6,
Gonorrhea,Tulare,2015,Female,324,231929,139.7,124.9,155.8,
Gonorrhea,Tulare,2015,Male,343,232638,147.4,132.3,163.9,
Gonorrhea,Tulare,2015,Total,668,464567,143.8,133.1,155.1,
Gonorrhea,Tulare,2016,Female,338,233743,144.6,129.6,160.9,
Gonorrhea,Tulare,2016,Male,356,234489,151.8,136.5,168.4,
Gonorrhea,Tulare,2016,Total,695,468232,148.4,137.6,159.9,
Gonorrhea,Tulare,2017,Female,306,235666,129.8,115.7,145.2,
Gonorrhea,Tulare,2017,Male,339,236750,143.2,128.4,159.3,
Gonorrhea,Tulare,2017,Total,647,472416,137,126.6,147.9,
Gonorrhea,Tulare,2018,Female,360,237773,151.4,136.2,167.9,
Gonorrhea,Tulare,2018,Male,416,239136,174,157.7,191.5,
Gonorrhea,Tulare,2018,Total,776,476909,162.7,151.5,174.6,
Gonorrhea,Tuolumne,2001,Female,1,26135,3.8,0.1,21.3,*
Gonorrhea,Tuolumne,2001,Male,0,29191,0,0,12.6,#
Gonorrhea,Tuolumne,2001,Total,1,55326,1.8,0,10.1,*
Gonorrhea,Tuolumne,2002,Female,2,26405,7.6,0.9,27.4,*
Gonorrhea,Tuolumne,2002,Male,0,29505,0,0,12.5,#
Gonorrhea,Tuolumne,2002,Total,2,55910,3.6,0.4,12.9,*
Gonorrhea,Tuolumne,2003,Female,5,26649,18.8,6.1,43.8,*
Gonorrhea,Tuolumne,2003,Male,2,29793,6.7,0.8,24.2,*
Gonorrhea,Tuolumne,2003,Total,7,56442,12.4,5,25.6,*
Gonorrhea,Tuolumne,2004,Female,6,26593,22.6,8.3,49.1,*
Gonorrhea,Tuolumne,2004,Male,4,29776,13.4,3.7,34.4,*
Gonorrhea,Tuolumne,2004,Total,10,56369,17.7,8.5,32.6,*
Gonorrhea,Tuolumne,2005,Female,5,26617,18.8,6.1,43.8,*
Gonorrhea,Tuolumne,2005,Male,5,29835,16.8,5.4,39.1,*
Gonorrhea,Tuolumne,2005,Total,10,56452,17.7,8.5,32.6,*
Gonorrhea,Tuolumne,2006,Female,6,26670,22.5,8.3,49,*
Gonorrhea,Tuolumne,2006,Male,3,29888,10,2.1,29.3,*
Gonorrhea,Tuolumne,2006,Total,9,56558,15.9,7.3,30.2,*
Gonorrhea,Tuolumne,2007,Female,7,26456,26.5,10.6,54.5,*
Gonorrhea,Tuolumne,2007,Male,6,29677,20.2,7.4,44,*
Gonorrhea,Tuolumne,2007,Total,14,56133,24.9,13.6,41.8,
Gonorrhea,Tuolumne,2008,Female,4,26415,15.1,4.1,38.8,*
Gonorrhea,Tuolumne,2008,Male,3,29645,10.1,2.1,29.6,*
Gonorrhea,Tuolumne,2008,Total,7,56060,12.5,5,25.7,*
Gonorrhea,Tuolumne,2009,Female,2,25985,7.7,0.9,27.8,*
Gonorrhea,Tuolumne,2009,Male,1,29273,3.4,0.1,19,*
Gonorrhea,Tuolumne,2009,Total,3,55258,5.4,1.1,15.9,*
Gonorrhea,Tuolumne,2010,Female,3,26106,11.5,2.4,33.6,*
Gonorrhea,Tuolumne,2010,Male,1,29134,3.4,0.1,19.1,*
Gonorrhea,Tuolumne,2010,Total,4,55240,7.2,2,18.5,*
Gonorrhea,Tuolumne,2011,Female,10,26045,38.4,18.4,70.6,*
Gonorrhea,Tuolumne,2011,Male,5,28935,17.3,5.6,40.3,*
Gonorrhea,Tuolumne,2011,Total,15,54980,27.3,15.3,45,
Gonorrhea,Tuolumne,2012,Female,9,25916,34.7,15.9,65.9,*
Gonorrhea,Tuolumne,2012,Male,8,28049,28.5,12.3,56.2,*
Gonorrhea,Tuolumne,2012,Total,17,53965,31.5,18.4,50.4,
Gonorrhea,Tuolumne,2013,Female,9,25887,34.8,15.9,66,*
Gonorrhea,Tuolumne,2013,Male,7,28462,24.6,9.9,50.7,*
Gonorrhea,Tuolumne,2013,Total,16,54349,29.4,16.8,47.8,
Gonorrhea,Tuolumne,2014,Female,9,25785,34.9,16,66.2,*
Gonorrhea,Tuolumne,2014,Male,14,28038,49.9,27.3,83.8,
Gonorrhea,Tuolumne,2014,Total,23,53823,42.7,27.1,64.1,
Gonorrhea,Tuolumne,2015,Female,10,25722,38.9,18.6,71.5,*
Gonorrhea,Tuolumne,2015,Male,24,27809,86.3,55.3,128.4,
Gonorrhea,Tuolumne,2015,Total,34,53531,63.5,44,88.7,
Gonorrhea,Tuolumne,2016,Female,18,25624,70.2,41.6,111,
Gonorrhea,Tuolumne,2016,Male,16,27667,57.8,33.1,93.9,
Gonorrhea,Tuolumne,2016,Total,34,53291,63.8,44.2,89.1,
Gonorrhea,Tuolumne,2017,Female,22,25398,86.6,54.3,131.1,
Gonorrhea,Tuolumne,2017,Male,25,27464,91,58.9,134.3,
Gonorrhea,Tuolumne,2017,Total,47,52862,88.9,65.3,118.2,
Gonorrhea,Tuolumne,2018,Female,13,25402,51.2,27.3,87.5,
Gonorrhea,Tuolumne,2018,Male,12,27388,43.8,22.6,76.5,
Gonorrhea,Tuolumne,2018,Total,25,52790,47.4,30.7,69.9,
Gonorrhea,Ventura,2001,Female,53,385918,13.7,10.3,18,
Gonorrhea,Ventura,2001,Male,89,383073,23.2,18.7,28.6,
Gonorrhea,Ventura,2001,Total,142,768991,18.5,15.6,21.8,
Gonorrhea,Ventura,2002,Female,83,391526,21.2,16.9,26.3,
Gonorrhea,Ventura,2002,Male,76,388368,19.6,15.4,24.5,
Gonorrhea,Ventura,2002,Total,159,779894,20.4,17.3,23.8,
Gonorrhea,Ventura,2003,Female,95,396323,24,19.4,29.3,
Gonorrhea,Ventura,2003,Male,50,393044,12.7,9.4,16.8,
Gonorrhea,Ventura,2003,Total,145,789367,18.4,15.5,21.6,
Gonorrhea,Ventura,2004,Female,78,399212,19.5,15.4,24.4,
Gonorrhea,Ventura,2004,Male,58,395834,14.7,11.1,18.9,
Gonorrhea,Ventura,2004,Total,136,795046,17.1,14.4,20.2,
Gonorrhea,Ventura,2005,Female,122,400152,30.5,25.3,36.4,
Gonorrhea,Ventura,2005,Male,94,396715,23.7,19.1,29,
Gonorrhea,Ventura,2005,Total,216,796867,27.1,23.6,31,
Gonorrhea,Ventura,2006,Female,85,402512,21.1,16.9,26.1,
Gonorrhea,Ventura,2006,Male,94,398713,23.6,19.1,28.9,
Gonorrhea,Ventura,2006,Total,179,801225,22.3,19.2,25.9,
Gonorrhea,Ventura,2007,Female,64,404979,15.8,12.2,20.2,
Gonorrhea,Ventura,2007,Male,102,400932,25.4,20.7,30.9,
Gonorrhea,Ventura,2007,Total,166,805911,20.6,17.6,24,
Gonorrhea,Ventura,2008,Female,79,408229,19.4,15.3,24.1,
Gonorrhea,Ventura,2008,Male,78,403799,19.3,15.3,24.1,
Gonorrhea,Ventura,2008,Total,157,812028,19.3,16.4,22.6,
Gonorrhea,Ventura,2009,Female,59,411541,14.3,10.9,18.5,
Gonorrhea,Ventura,2009,Male,88,407005,21.6,17.3,26.6,
Gonorrhea,Ventura,2009,Total,147,818546,18,15.2,21.1,
Gonorrhea,Ventura,2010,Female,82,414887,19.8,15.7,24.5,
Gonorrhea,Ventura,2010,Male,88,409550,21.5,17.2,26.5,
Gonorrhea,Ventura,2010,Total,170,824437,20.6,17.6,24,
Gonorrhea,Ventura,2011,Female,109,418341,26.1,21.4,31.4,
Gonorrhea,Ventura,2011,Male,102,413329,24.7,20.1,30,
Gonorrhea,Ventura,2011,Total,211,831670,25.4,22.1,29,
Gonorrhea,Ventura,2012,Female,177,420821,42.1,36.1,48.7,
Gonorrhea,Ventura,2012,Male,201,416066,48.3,41.9,55.5,
Gonorrhea,Ventura,2012,Total,378,836887,45.2,40.7,50,
Gonorrhea,Ventura,2013,Female,146,424409,34.4,29,40.5,
Gonorrhea,Ventura,2013,Male,187,419949,44.5,38.4,51.4,
Gonorrhea,Ventura,2013,Total,333,844358,39.4,35.3,43.9,
Gonorrhea,Ventura,2014,Female,151,426444,35.4,30,41.5,
Gonorrhea,Ventura,2014,Male,209,422170,49.5,43,56.7,
Gonorrhea,Ventura,2014,Total,360,848614,42.4,38.2,47,
Gonorrhea,Ventura,2015,Female,255,428479,59.5,52.4,67.3,
Gonorrhea,Ventura,2015,Male,365,424299,86,77.4,95.3,
Gonorrhea,Ventura,2015,Total,621,852778,72.8,67.2,78.8,
Gonorrhea,Ventura,2016,Female,270,428874,63,55.7,70.9,
Gonorrhea,Ventura,2016,Male,342,425027,80.5,72.2,89.5,
Gonorrhea,Ventura,2016,Total,614,853901,71.9,66.3,77.8,
Gonorrhea,Ventura,2017,Female,291,429274,67.8,60.2,76,
Gonorrhea,Ventura,2017,Male,422,425713,99.1,89.9,109,
Gonorrhea,Ventura,2017,Total,715,854987,83.6,77.6,90,
Gonorrhea,Ventura,2018,Female,280,429344,65.2,57.8,73.3,
Gonorrhea,Ventura,2018,Male,410,426145,96.2,87.1,106,
Gonorrhea,Ventura,2018,Total,692,855489,80.9,75,87.1,
Gonorrhea,Yolo,2001,Female,17,89655,19,11,30.4,
Gonorrhea,Yolo,2001,Male,20,85447,23.4,14.3,36.1,
Gonorrhea,Yolo,2001,Total,37,175102,21.1,14.9,29.1,
Gonorrhea,Yolo,2002,Female,13,91782,14.2,7.5,24.2,
Gonorrhea,Yolo,2002,Male,18,87489,20.6,12.2,32.5,
Gonorrhea,Yolo,2002,Total,31,179271,17.3,11.8,24.5,
Gonorrhea,Yolo,2003,Female,19,93337,20.4,12.3,31.8,
Gonorrhea,Yolo,2003,Male,21,88994,23.6,14.6,36.1,
Gonorrhea,Yolo,2003,Total,42,182331,23,16.6,31.1,
Gonorrhea,Yolo,2004,Female,21,95101,22.1,13.7,33.8,
Gonorrhea,Yolo,2004,Male,28,90606,30.9,20.5,44.7,
Gonorrhea,Yolo,2004,Total,49,185707,26.4,19.5,34.9,
Gonorrhea,Yolo,2005,Female,39,95922,40.7,28.9,55.6,
Gonorrhea,Yolo,2005,Male,33,91432,36.1,24.8,50.7,
Gonorrhea,Yolo,2005,Total,72,187354,38.4,30.1,48.4,
Gonorrhea,Yolo,2006,Female,31,97772,31.7,21.5,45,
Gonorrhea,Yolo,2006,Male,33,93037,35.5,24.4,49.8,
Gonorrhea,Yolo,2006,Total,64,190809,33.5,25.8,42.8,
Gonorrhea,Yolo,2007,Female,33,99925,33,22.7,46.4,
Gonorrhea,Yolo,2007,Male,37,94929,39,27.4,53.7,
Gonorrhea,Yolo,2007,Total,70,194854,35.9,28,45.4,
Gonorrhea,Yolo,2008,Female,35,101290,34.6,24.1,48.1,
Gonorrhea,Yolo,2008,Male,30,96299,31.2,21,44.5,
Gonorrhea,Yolo,2008,Total,65,197589,32.9,25.4,41.9,
Gonorrhea,Yolo,2009,Female,15,102303,14.7,8.2,24.2,
Gonorrhea,Yolo,2009,Male,36,97394,37,25.9,51.2,
Gonorrhea,Yolo,2009,Total,51,199697,25.5,19,33.6,
Gonorrhea,Yolo,2010,Female,27,103699,26,17.2,37.9,
Gonorrhea,Yolo,2010,Male,27,98692,27.4,18,39.8,
Gonorrhea,Yolo,2010,Total,54,202391,26.7,20,34.8,
Gonorrhea,Yolo,2011,Female,19,104024,18.3,11,28.5,
Gonorrhea,Yolo,2011,Male,25,99062,25.2,16.3,37.3,
Gonorrhea,Yolo,2011,Total,44,203086,21.7,15.7,29.1,
Gonorrhea,Yolo,2012,Female,32,105420,30.4,20.8,42.8,
Gonorrhea,Yolo,2012,Male,57,100336,56.8,43,73.6,
Gonorrhea,Yolo,2012,Total,89,205756,43.3,34.7,53.2,
Gonorrhea,Yolo,2013,Female,57,106846,53.3,40.4,69.1,
Gonorrhea,Yolo,2013,Male,84,101725,82.6,65.9,102.2,
Gonorrhea,Yolo,2013,Total,141,208571,67.6,56.9,79.7,
Gonorrhea,Yolo,2014,Female,82,107568,76.2,60.6,94.6,
Gonorrhea,Yolo,2014,Male,109,102514,106.3,87.3,128.2,
Gonorrhea,Yolo,2014,Total,191,210082,90.9,78.5,104.8,
Gonorrhea,Yolo,2015,Female,80,109141,73.3,58.1,91.2,
Gonorrhea,Yolo,2015,Male,109,103875,104.9,86.2,126.6,
Gonorrhea,Yolo,2015,Total,189,213016,88.7,76.5,102.3,
Gonorrhea,Yolo,2016,Female,81,111192,72.8,57.9,90.5,
Gonorrhea,Yolo,2016,Male,132,105642,125,104.6,148.2,
Gonorrhea,Yolo,2016,Total,213,216834,98.2,85.5,112.3,
Gonorrhea,Yolo,2017,Female,117,112773,103.7,85.8,124.3,
Gonorrhea,Yolo,2017,Male,183,106985,171.1,147.2,197.7,
Gonorrhea,Yolo,2017,Total,300,219758,136.5,121.5,152.9,
Gonorrhea,Yolo,2018,Female,88,113555,77.5,62.2,95.5,
Gonorrhea,Yolo,2018,Male,181,108002,167.6,144.1,193.8,
Gonorrhea,Yolo,2018,Total,269,221557,121.4,107.3,136.8,
Gonorrhea,Yuba,2001,Female,4,30474,13.1,3.6,33.6,*
Gonorrhea,Yuba,2001,Male,10,30952,32.3,15.5,59.4,*
Gonorrhea,Yuba,2001,Total,14,61426,22.8,12.5,38.2,
Gonorrhea,Yuba,2002,Female,14,31142,45,24.6,75.4,
