Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Countries
Bayso,Definitely endangered,2000,6.4081,37.749,Ethiopia
Birhor,Critically endangered,2000,21.7594,85.935,India
Boano,Vulnerable,2000,0.4724,120.9979,Indonesia
Bori,Definitely endangered,2000,28.9889,94.4439,"China, India"
Chepya,Definitely endangered,2000,21.3833,101.8166,Laos
Chilisso,Severely endangered,2000,35.2136,73.2396,Pakistan
Culina (Brazil),Vulnerable,2000,-7.1008,-68.7744,Brazil
Damana,Definitely endangered,2000,10.9196,-73.4985,Colombia
Duguza,Definitely endangered,2000,9.9039,9.1186,Nigeria
Galibi Marworno,Vulnerable,2000,3.4256,-52.0312,Brazil
Gats'ama - Ganjule - Harro,Definitely endangered,2000,5.9548,37.5292,Ethiopia
Gebe,Vulnerable,2000,-0.1922,129.5397,Indonesia
Ghadames,Vulnerable,2000,30.1166,9.5251,Libya
Griko (Calabria),Severely endangered,2000,37.9961,15.9329,Italy
Huilliche,Critically endangered,2000,-40.4803,-73.5424,Chile
Ik,Severely endangered,2000,3.5024,34.1894,Uganda
Jangshung,Definitely endangered,2000,31.7748,78.4753,India
Jero,Vulnerable,2000,27.2241,86.3909,Nepal
Kari'ña (French Guyana),Definitely endangered,2000,5.5066,-53.6572,Guinea
Khamnigan Mongol,Definitely endangered,2000,50.3454,114.1094,"China, Mongolia, Russia"
Kona,Severely endangered,2000,9.0587,11.2829,Nigeria
Koreguaje,Definitely endangered,2000,1,-75,Colombia
Koryak,Severely endangered,2000,61.8561,168.6621,Russia
Kota,Critically endangered,2000,11.4154,76.8576,India
Logorik,Critically endangered,2000,11.1433,29.8306,Sudan
Lule Saami,Severely endangered,2000,67.272,17.7978,"Norway, Sweden"
Luro,Critically endangered,2000,7.915,93.3837,India
Mambai,Severely endangered,2000,9.6007,14.0899,Chad
Milang,Definitely endangered,2000,28.488,95.2954,India
Mocoví,Definitely endangered,2000,-27.6056,-59.7656,Argentina
Momuna,Vulnerable,2000,-5,139,Indonesia
Mpi,Definitely endangered,2000,18.2554,100.2227,Thailand
Muda,Vulnerable,2000,21.8421,100.6851,China
Munji,Severely endangered,2000,36.0379,70.6723,Afghanistan
Nguon,Vulnerable,2000,17.5333,105.3833,Vietnam
Nheengatu / Yeral (Venezuela),Severely endangered,2000,1.2303,-66.8408,Venezuela
Nihali,Critically endangered,2000,20.5402,76.0913,India
Nyishangba,Definitely endangered,2000,28.6423,84.1017,Nepal
Ottawa (Walpole Island),Severely endangered,2000,42.6068,-82.5195,"Canada, United States of America"
Prasun,Definitely endangered,2000,35.3543,71.26,Afghanistan
Rukai,Vulnerable,2000,22.792,120.8104,China
Sáliba,Severely endangered,2000,5.3097,-69.873,"Colombia, Venezuela"
Sangkong,Vulnerable,2000,21.5158,100.6957,China
Sarwa,Definitely endangered,2000,10.5958,17.0397,Chad
Shoshoni (Idaho),Severely endangered,2000,43.0438,-112.4629,United States of America
Shoshoni (Nevada),Severely endangered,2000,40.0358,-113.9835,United States of America
Shoshoni (Wyoming),Severely endangered,2000,43.014,-108.8209,United States of America
Tai Phake,Severely endangered,2000,27.5033,95.2185,India
Tamazight (Arzew),Critically endangered,2000,35.5869,-0.4737,Algeria
Tanglang,Vulnerable,2000,26.0863,99.7119,China
Tchitchege,Definitely endangered,2000,-1.8508,13.612,Gabon
Tinan,Definitely endangered,2000,32.519,77.6733,"China, India"
Tsafiki,Definitely endangered,2000,-0.25,-79.15,Ecuador
Ukhwejo,Severely endangered,2000,3.3626,16.0565,Central African Rep.
Urarina,Vulnerable,2000,-4.3464,-75.3002,Peru
Ushojo,Definitely endangered,2000,35.0209,72.897,Pakistan
Waigali,Definitely endangered,2000,35.1895,71.1941,Afghanistan
Waotededo,Vulnerable,2000,-1.1864,-76.6296,Ecuador
Wotapuri-Katarqalai,Definitely endangered,2000,34.4166,70.3333,Afghanistan
Wutun,Definitely endangered,2000,35.791,102.4365,China
Candoshi,Definitely endangered,1900,-3.7107,-76.9042,Peru
Hupda (Brazil),Vulnerable,1900,0.7909,-68.247,Brazil
Mixtec of the central Ravine,Definitely endangered,1878,17.9666,-96.8333,Mexico
Kendeje,Definitely endangered,1859,13.6299,21.5771,Chad
Hunzib,Definitely endangered,1839,42.1654,46.2991,Russia
Tchumbuli,Critically endangered,1838,8.7113,2.1533,Benin
Cashibo-Cacataibo,Definitely endangered,1800,-8.9393,-75.0915,Peru
Grass Koiari,Vulnerable,1800,-9.4558,147.5559,Papua New Guinea
Isirawa,Vulnerable,1800,-1.8783,138.5485,Indonesia
Lanoh,Critically endangered,1800,5.2509,101.0206,Malaysia
Lemolang,Vulnerable,1800,-2.6303,120.1849,Indonesia
Nila (Seram Island),Definitely endangered,1800,-3.2173,128.9849,Indonesia
Shixing,Definitely endangered,1800,28.5263,100.4734,China
Chuj (Mexico),Critically endangered,1771,16.1203,-92.0407,Mexico
Darma,Definitely endangered,1761,30.0037,80.5641,"India, Nepal"
Kung,Severely endangered,1750,6.5227,10.1074,Cameroon
Lokono (Guyana),Critically endangered,1750,6.2934,-58.0957,"Guyana, Venezuela"
Byangsi,Definitely endangered,1734,30.0595,80.7824,"India, Nepal"
Pasing,Definitely endangered,1732,21.1254,101.4697,Laos
Yamphu,Definitely endangered,1722,27.5935,87.3316,Nepal
Andio,Vulnerable,1700,-0.8514,123.1457,Indonesia
Cheyenne (Montana),Definitely endangered,1700,45.5495,-106.5263,United States of America
Kumzari,Severely endangered,1700,26.1936,56.2431,Oman
Quechua of Yauyos,Critically endangered,1700,-12.9081,-75.6958,Peru
Bainouk-Samik,Severely endangered,1685,12.5733,-16.2652,Senegal
Côông,Definitely endangered,1676,22.5943,102.7455,Vietnam
Dogrib,Vulnerable,1675,62.8292,-115.9904,Canada
Upland Yuman,Vulnerable,1650,36.2377,-112.7094,United States of America
Eastern Cuicatec,Vulnerable,1641,17.9666,-96.7166,Mexico
Tamazight (Ait Rouadi),Extinct,1637,32.5745,-5.9655,Morocco
Woleaian,Severely endangered,1631,7.3515,143.8769,Micronesia
Huehuetla Tepehua,Definitely endangered,1603,20.46,-98.0761,Mexico
Kadiwéu,Definitely endangered,1600,-20.5222,-56.7237,Brazil
Southern Tiwa (Isleta Pueblo),Definitely endangered,1600,34.9057,-106.7066,United States of America
Southern Tiwa (Sandia Pueblo),Definitely endangered,1600,35.2516,-106.565,United States of America
Tewa (Arizona),Definitely endangered,1600,35.8334,-110.3798,United States of America
Tewa (New Mexico),Severely endangered,1600,36.053,-106.0708,United States of America
ǁGana,Vulnerable,1550,-21.7824,21.8971,Botswana
Akwáwa,Vulnerable,1548,-5.2441,-52.7014,Brazil
Northern Cuicatec,Vulnerable,1503,17.9511,-96.7384,Mexico
Chiquihuitlán Mazatec,Definitely endangered,1502,17.9953,-96.7449,Mexico
Apinajé,Vulnerable,1500,-6.0317,-47.5604,Brazil
Bashkarik,Severely endangered,1500,35.2893,72.6168,Pakistan
Chintang,Severely endangered,1500,26.9367,87.1991,Nepal
Forest Nenets,Severely endangered,1500,64.9188,77.7941,Russia
Hupda (Colombia),Definitely endangered,1500,0.3845,-70.1367,Colombia
Jah Hut,Severely endangered,1500,3.6452,102.3065,Malaysia
Jeri,Severely endangered,1500,9.2647,-5.8666,Côte d'Ivoire
Jonkor Bourmataguil,Severely endangered,1500,11.4261,19.0145,Chad
K'emant,Severely endangered,1500,12.9349,37.2326,Ethiopia
Kanashi,Definitely endangered,1500,32.0406,77.1075,India
Karajá,Vulnerable,1500,-11.0921,-50.3393,Brazil
Karelian (Tikhvin),Severely endangered,1500,59.601,33.3544,Russia
Kendem,Severely endangered,1500,5.7061,9.6377,Cameroon
Khamba,Definitely endangered,1500,29.0105,94.7653,"China, India"
Lishpa,Definitely endangered,1500,27.3327,92.384,India
Mayoruna (Brazil),Vulnerable,1500,-3.3379,-64.8413,Brazil
Mescalero-Chiricahua Apache (New Mexico),Definitely endangered,1500,33.1514,-105.7942,United States of America
Numao Bunu,Definitely endangered,1500,24.3902,107.2701,China
Orang Seletar,Severely endangered,1500,1.3387,103.464,Malaysia
Palenque Creole,Definitely endangered,1500,10.0952,-75.1142,Colombia
Pong,Definitely endangered,1500,18.4666,105.05,Laos
Pyuma,Vulnerable,1500,22.8027,121.0748,China
Saaroa,Critically endangered,1500,23.1283,120.7062,China
Saluan,Vulnerable,1500,-0.8129,122.871,Indonesia
Semaq Beri,Critically endangered,1500,4.0012,102.8443,Malaysia
Talodi,Critically endangered,1500,10.6902,30.3964,Sudan
Wayana (Suriname),Vulnerable,1500,2.7455,-54.58,Suriname
Wik Mungkan,Vulnerable,1500,-12.9403,141.9873,Australia
Natsilingmiutut,Vulnerable,1455,68.643,-95.8863,Canada
Movima,Severely endangered,1452,-13.7954,-65.4345,Bolivia
Ngombe,Definitely endangered,1450,3.9492,15.2352,Central African Rep.
Cinta Larga,Vulnerable,1440,-11.4154,-59.7216,Brazil
Dupaninan Agta,Vulnerable,1400,17.9682,122.0361,Philippines
Tese,Critically endangered,1400,11.2161,29.8471,Sudan
Bororo,Definitely endangered,1390,-15.5172,-53.1024,Brazil
Puluwat,Severely endangered,1364,7.5803,149.425,Micronesia
Kanela Rankokamekra,Vulnerable,1337,-6.075,-44.9121,Brazil
Saba,Definitely endangered,1335,11.1487,18.0175,Chad
Kurripako (Brazil),Vulnerable,1332,0.7001,-68.3789,Brazil
Triw,Definitely endangered,1328,15.6833,107.2,Laos
Guernsey French,Severely endangered,1327,49.4502,-2.5927,United Kingdom of Great Britain and Northern Ireland
Paafang,Severely endangered,1318,7.6198,155.1571,Micronesia
Chɨlɨng,Definitely endangered,1314,26.9483,87.2527,Nepal
Zapotec of the Valleys north,Severely endangered,1303,17.0666,-96.65,Mexico
Cypriot Arabic,Severely endangered,1300,35.3196,33.338,Cyprus
Palikur (Brazil),Vulnerable,1300,4.0396,-51.7236,Brazil
Sanenyo,Critically endangered,1300,7.9504,93.576,India
Tecóatl Mazatec,Vulnerable,1300,18.1653,-96.9124,Mexico
Xinka,Critically endangered,1283,14.3447,-90.2603,Guatemala
Ozomatlán Totonac,Critically endangered,1276,20.1766,-98.0527,Mexico
Kāgate,Definitely endangered,1273,27.5449,86.2925,Nepal
Maxakali,Vulnerable,1271,-16.5519,-40.3417,Brazil
Murik,Vulnerable,1256,-3.8368,144.2807,Papua New Guinea
Pengo,Critically endangered,1254,19.0621,83.4851,India
Marúbo,Vulnerable,1252,-6.0968,-70.2246,Brazil
Aivilingmiutut,Vulnerable,1245,64.1657,-83.243,Canada
Besme,Severely endangered,1228,9.6386,16.018,Chad
Oirata,Definitely endangered,1221,-8.0755,127.1777,Indonesia
Lohorung,Severely endangered,1207,27.4266,87.2498,Nepal
Harakmbut,Definitely endangered,1206,-12.9403,-70.2685,Peru
Buyang,Severely endangered,1200,23.4146,105.7632,China
Dakka,Vulnerable,1200,-3.316,119.2071,Indonesia
Mah Meri,Severely endangered,1200,2.836,101.4299,Malaysia
Manjui,Definitely endangered,1200,-23.1201,-62.7539,"Argentina, Bolivia, Paraguay"
Te'un (Seram Island),Definitely endangered,1200,-3.1843,128.9465,Indonesia
Tsou,Vulnerable,1200,23.5174,120.8564,China
Ujir,Definitely endangered,1200,-5.6105,134.2776,Indonesia
White Gelao (China),Severely endangered,1200,26.4894,105.021,China
Dakkang,Definitely endangered,1198,15.6333,107.25,Laos
Northern Algonquin,Vulnerable,1180,48.0616,-77.3521,Canada
Akawaio (Brazil),Vulnerable,1170,4.1711,-60.249,Brazil
Huehuetlán Mazatec,Vulnerable,1169,18.1964,-96.9471,Mexico
Trio (Brazil),Vulnerable,1156,1.7136,-55.2392,Brazil
Savo,Definitely endangered,1147,-9.1292,159.8071,Solomon Is.
Tektitek,Definitely endangered,1144,15.3073,-92.0609,Guatemala
Fwâi,Vulnerable,1131,-20.7048,164.9034,New Caledonia
Waimirí-Atroarí,Vulnerable,1120,-1.0985,-60.8203,Brazil
Guayabero,Definitely endangered,1118,2.6028,-72.3999,Colombia
Fagauvea (Northern),Vulnerable,1107,-20.4089,166.5444,New Caledonia
Fagauvea (Southern),Vulnerable,1107,-20.7381,166.4126,New Caledonia
Fania,Severely endangered,1100,10.0581,18.3993,Chad
Ubi,Severely endangered,1100,12.1534,18.6946,Chad
Warnang,Severely endangered,1100,10.6538,30.6298,Sudan
Itzá,Critically endangered,1094,16.9838,-89.899,Guatemala
Mixtec of the southwest of Puebla,Definitely endangered,1074,18.6333,-98.0666,Mexico
Lowland Chontal,Critically endangered,1060,16.0286,-95.6683,Mexico
Koireng,Critically endangered,1056,24.2319,93.7463,India
Chipaya,Definitely endangered,1050,-19.2074,-68.2031,Bolivia
Mokilese,Critically endangered,1050,6.6864,159.7631,Micronesia
Western Náhuatl,Severely endangered,1041,18.3745,-103.3026,Mexico
Acatepec Mazatec,Vulnerable,1038,18.1621,-96.8766,Mexico
Mixtec of Villa de Tututepec,Definitely endangered,1019,16.1333,-97.6,Mexico
Toda,Critically endangered,1006,11.3184,76.8273,India
Adabe,Vulnerable,1000,-8.2549,125.5737,Timor-Leste
Alutor,Severely endangered,1000,60.2016,165.4238,Russia
Arapaho (Wyoming),Severely endangered,1000,43.0139,-108.8214,United States of America
Beeke,Severely endangered,1000,0.9997,28.7951,Dem. Rep. Congo
Blackfoot (United States of America),Definitely endangered,1000,48.5699,-113.0918,United States of America
Bohtan Neo-Aramaic,Severely endangered,1000,41.5579,45.0219,"Georgia, Russia"
Bola,Definitely endangered,1000,25.0638,98.2414,China
Bong'om,Definitely endangered,1000,1.1315,35.0134,Kenya
Bora,Vulnerable,1000,-2.7455,-71.8835,"Colombia, Peru"
Central Siberian Yupik (St. Lawrence Island),Definitely endangered,1000,63.7444,-171.7242,United States of America
Chali,Definitely endangered,1000,27.301,91.2991,Bhutan
Cherokee (North Carolina),Severely endangered,1000,35.113,-84.0588,United States of America
Cocama-Cocamilla (Peru),Severely endangered,1000,-4.8282,-74.2565,Peru
Dair,Severely endangered,1000,12.517,30.5914,Sudan
Dakpa,Definitely endangered,1000,27.3937,91.8965,"Bhutan, India"
Dampelas,Definitely endangered,1000,0.2005,119.8965,Indonesia
Danaw,Critically endangered,1000,21.192,97.3937,Myanmar
Ega,Severely endangered,1000,5.8018,-5.4492,Côte d'Ivoire
El Hugeirat,Severely endangered,1000,12.3131,28.4243,Sudan
Faghani,Vulnerable,1000,-10.4337,161.5979,Solomon Is.
Fongoro,Severely endangered,1000,11.1029,22.7197,Chad
Gambiri,Severely endangered,1000,34.9017,70.9085,Afghanistan
Gongduk,Vulnerable,1000,27.086,91.2002,Bhutan
Gorap,Definitely endangered,1000,2.1528,128.2516,Indonesia
Guugu Yimidhirr,Vulnerable,1000,-14.8598,144.7338,Australia
Gyem,Critically endangered,1000,10.3865,9.3122,Nigeria
Habu,Vulnerable,1000,-8.7819,126.0021,Timor-Leste
Hawaiian,Critically endangered,1000,21.9226,-160.1147,United States of America
Hértevin,Critically endangered,1000,37.9268,42.5473,Turkey
Hu,Definitely endangered,1000,22.1743,100.9264,China
Hualapai,Vulnerable,1000,35.5279,-113.4297,United States of America
Hung,Definitely endangered,1000,18.9062,105.05,"Laos, Vietnam"
Inkhokvari,Definitely endangered,1000,42.3981,46.0299,Russia
Ishkashimi,Severely endangered,1000,36.6915,71.7668,Tajikistan
Iyive,Severely endangered,1000,6.4354,9.5278,Cameroon
Jiongnai Bunu,Definitely endangered,1000,23.3902,108.5135,China
Kaande,Severely endangered,1000,-0.1318,11.8103,Gabon
Kaco',Definitely endangered,1000,13.934,107.4222,Cambodia
Kadu,Severely endangered,1000,24.2042,95.6332,Myanmar
Kairui-Midiki,Vulnerable,1000,-8.7222,126.2878,Timor-Leste
Kari,Severely endangered,1000,4.8392,25.5432,Dem. Rep. Congo
Kayabi,Vulnerable,1000,-11.1972,-53.2342,Brazil
Khowa,Definitely endangered,1000,27.2546,92.5323,India
Kodeoha,Vulnerable,1000,-3.4147,120.9155,Indonesia
Kujarge,Definitely endangered,1000,11.749,22.2431,Chad
Kukatja,Vulnerable,1000,-21.2074,126.4746,Australia
Kuot,Vulnerable,1000,-3.0692,151.5234,Papua New Guinea
Lokono (Suriname),Severely endangered,1000,5.6487,-55.1074,"Guinea, Suriname"
Mahongwe,Severely endangered,1000,1.0216,13.9031,Gabon
Manchurian Ölöt,Severely endangered,1000,48.1953,124.2993,China
May,Definitely endangered,1000,18.0623,105.5786,"Laos, Vietnam"
Mbara,Severely endangered,1000,10.8009,15.6335,Chad
Mech,Severely endangered,1000,26.5688,89.1979,India
Mòcheno,Definitely endangered,1000,46.1194,11.3258,Italy
Naueti,Vulnerable,1000,-8.7357,126.7053,Timor-Leste
North Greenlandic,Definitely endangered,1000,77.4815,-69.3511,Greenland
Ormuri,Definitely endangered,1000,32.518,69.783,"Pakistan, Afghanistan"
Paiter,Vulnerable,1000,-11.1245,-61.3476,Brazil
Pareci,Definitely endangered,1000,-14.3525,-58.0174,Brazil
Pasi,Definitely endangered,1000,28.1834,95.2651,India
Resian,Definitely endangered,1000,46.3734,13.3058,Italy
Sach,Definitely endangered,1000,17.78,105.7666,"Laos, Vietnam"
Sake,Severely endangered,1000,-0.0247,11.7691,Gabon
Saterlandic,Severely endangered,1000,53.1059,7.6787,Germany
She,Critically endangered,1000,23.3333,115.2459,China
Shumashti,Severely endangered,1000,34.6108,70.7569,Afghanistan
Sighu,Severely endangered,1000,-0.0549,13.5461,Gabon
Sobei,Definitely endangered,1000,-1.8632,138.7408,Indonesia
Thavung (Laos),Definitely endangered,1000,18.4666,104.6666,"Laos, Thailand"
Tirma,Critically endangered,1000,6.4899,34.3212,Sudan
Tombelala,Vulnerable,1000,-2.5315,121.9454,Indonesia
Toto,Critically endangered,1000,26.6867,89.5056,India
Trio (Suriname),Vulnerable,1000,2.1528,-56.3818,Suriname
Tum,Definitely endangered,1000,18.7,105.05,Laos
Tuotomb,Severely endangered,1000,4.4449,10.371,Cameroon
Yatê,Severely endangered,1000,-7.0136,-37.0458,Brazil
Zaiwa,Definitely endangered,1000,28.4735,96.4764,"China, India"
Zay,Severely endangered,1000,8.0728,38.8476,Ethiopia
Zenaga (W. Sahara),Critically endangered,1000,22.2687,-13.7109,W. Sahara
|Gui,Vulnerable,1000,-21.8385,21.7858,Botswana
ǁAni,Definitely endangered,1000,-18.6462,22.1319,Botswana
Buglé,Definitely endangered,993,8.5858,-82.3856,Panama
Ka'apór,Vulnerable,991,-2.8991,-46.3183,Brazil
Hadza,Vulnerable,975,-3.401,35.3897,Tanzania
Kunwinjku,Vulnerable,974,-12.1333,133.4014,Australia
Bakairi,Vulnerable,950,-14.4213,-54.0305,Brazil
Drubea,Vulnerable,946,-22.0347,166.5527,New Caledonia
Namonuito,Severely endangered,944,8.6299,150.0128,Micronesia
Hya,Severely endangered,940,10.3311,13.5269,"Cameroon, Nigeria"
Machineri (Brazil),Vulnerable,937,-10.5742,-70.4882,Brazil
South Slavey,Definitely endangered,920,61.8154,-121.3346,Canada
Wajãpi,Vulnerable,905,0.747,-52.8442,Brazil
Mewahang,Severely endangered,904,27.5441,87.1401,Nepal
Awapit,Severely endangered,900,1.0985,-78.706,Ecuador
Chimila,Severely endangered,900,10.0986,-73.894,Colombia
Kua,Definitely endangered,900,-22.7106,26.4605,Botswana
Njalgulgule,Severely endangered,900,8.4452,25.3015,Sudan
Pech,Severely endangered,900,15.0819,-85.5552,Honduras
Rikbaktsa,Severely endangered,900,-10.6174,-58.2714,Brazil
Caac,Vulnerable,890,-20.3883,164.5614,New Caledonia
Inuinnaqtun,Definitely endangered,890,67.8443,-115.2742,Canada
Voh-Koné dialects,Definitely endangered,878,-20.9665,164.7866,New Caledonia
Kuna (Colombia),Severely endangered,876,7.8633,-76.9042,Colombia
Dení,Vulnerable,875,-6.5773,-68.1591,Brazil
Tarao,Critically endangered,870,24.297,93.4497,India
Santa María del Mar Huave,Severely endangered,862,16.2166,-94.85,Mexico
Nukuoro,Definitely endangered,860,3.8574,154.9786,Micronesia
Mixtec of Santa Cruz Itundujia,Definitely endangered,851,16.7666,-97.6,Mexico
"Zapotec of the Southern mountains, northeast",Definitely endangered,849,16.2666,-96.2833,Mexico
Kumak,Vulnerable,847,-20.1278,164.0259,New Caledonia
Pukapukan,Definitely endangered,840,-10.871,-165.8441,Cook Is.
Lola,Vulnerable,830,-6.3316,134.8818,Indonesia
Ashaninka (Brazil),Vulnerable,813,-9.3786,-73.1414,Brazil
Ottawa (Canada),Severely endangered,810,46.1519,-82.2243,"Canada, United States of America"
Bati,Severely endangered,800,4.2012,10.7858,Cameroon
Chorote Iyojwa'ja,Severely endangered,800,-24.287,-60.3808,"Argentina, Paraguay"
Eman,Severely endangered,800,6.0531,9.7338,Cameroon
Isu,Severely endangered,800,4.0094,9.5745,Cameroon
Jamamadí,Vulnerable,800,-9.0424,-68.3789,Brazil
Javaé,Definitely endangered,800,-11.1568,-50.4711,Brazil
Nubaca,Severely endangered,800,4.2971,10.7446,Cameroon
Panasuan,Definitely endangered,800,-2.2516,119.5806,Indonesia
Piaroa (Colombia),Definitely endangered,800,4,-68.6666,Colombia
Taos,Definitely endangered,800,36.4717,-105.5596,United States of America
Taulil,Vulnerable,800,-4.5435,152.0397,Papua New Guinea
Tuyuca (Brazil),Vulnerable,800,0.4394,-66.8847,Brazil
Kaike,Definitely endangered,794,28.9642,82.9819,Nepal
Kildin Saami,Severely endangered,787,68.0075,35.0079,Russia
Ese eja,Definitely endangered,782,-12.5867,-69.0161,"Bolivia, Peru"
Central Cagayan Agta,Vulnerable,779,17.9891,121.8603,Philippines
Mixtec of Santa Inés de Zaragoza,Definitely endangered,775,17.2333,-97.1666,Mexico
Ocopetatillo Mazatec,Vulnerable,757,18.1856,-96.9113,Mexico
Jaqaru,Severely endangered,750,-12.7488,-75.8248,Peru
Waiwai (Suriname),Critically endangered,750,2.1528,-56.206,Suriname
Laal,Critically endangered,749,9.9607,17.6083,Chad
Ulcha,Critically endangered,732,52.0457,140.4162,Russia
Jawe,Vulnerable,729,-20.4913,164.696,New Caledonia
Maslam,Severely endangered,723,12.136,14.6914,"Cameroon, Chad"
Nambiquara do Sul,Vulnerable,721,-13.2506,-59.5404,Brazil
North Slavey,Definitely endangered,720,65.2161,-123.4362,Canada
Gitksan,Severely endangered,710,55.355,-127.6828,Canada
A'ingae / Cofan (Ecuador),Definitely endangered,700,0.0659,-76.7065,Ecuador
Animere,Critically endangered,700,7.6129,0.4064,Ghana
Batek,Critically endangered,700,4.6695,102.5051,Malaysia
Enggano,Vulnerable,700,-5.4191,102.2717,Indonesia
Indri,Severely endangered,700,8.4397,25.5926,Sudan
Kalaw Lagaw Ya,Definitely endangered,700,-10.0828,142.1081,Australia
Lakon,Vulnerable,700,-14.251,167.422,Vanuatu
Mok (China),Definitely endangered,700,21.5158,100.221,China
Ngaanyatjarra,Vulnerable,700,-26.037,124.541,Australia
Ngatikese Men's Creole,Definitely endangered,700,5.8305,157.2308,Micronesia
Piratapuya (Brazil),Severely endangered,700,0.5712,-66.7089,Brazil
Mountain Guarijío,Vulnerable,696,27.8758,-108.553,Mexico
Nivkh (Sakhalin),Severely endangered,688,51.7814,143.1628,Russia
Krikati,Vulnerable,682,-5.8674,-46.7468,Brazil
Dakota,Definitely endangered,675,49.8461,-100.5035,Canada
Carrier,Severely endangered,660,54.2395,-125.7621,Canada
Matlatzinca,Definitely endangered,651,19.0479,-100.2197,Mexico
Kasanga,Critically endangered,650,12.2702,-16.1553,Guinea-Bissau
Wanano / Kotiria (Brazil),Vulnerable,650,0.6152,-67.5,Brazil
Central Popoloc,Severely endangered,641,18.5842,-97.9295,Mexico
Eastern Ojibwe,Severely endangered,620,44.8381,-80.1983,Canada
River Guarijío,Vulnerable,617,27.5196,-109.2525,Mexico
Yuhup (Brazil),Vulnerable,617,-1.0546,-69.3896,Brazil
Ocoyoacac Otomí,Severely endangered,609,19.2716,-99.4613,Mexico
Akum,Critically endangered,600,6.73,9.9316,"Cameroon, Nigeria"
Blablanga,Definitely endangered,600,-8.206,159.4638,Solomon Is.
Bubia,Severely endangered,600,4.0204,9.2037,Cameroon
Chickasaw,Severely endangered,600,34.6,-96.8161,United States of America
Desano (Brazil),Definitely endangered,600,0.0878,-67.9394,Brazil
Faetar,Definitely endangered,600,41.3265,15.1721,Italy
Hixkaryána,Vulnerable,600,-0.5493,-58.5131,Brazil
Hoava,Vulnerable,600,-8.1883,157.6036,Solomon Is.
Hodi,Vulnerable,600,6.075,-65.6323,Venezuela
Iñapari,Critically endangered,600,-12.0822,-69.7412,Peru
Koke,Severely endangered,600,10.8575,18.1315,Chad
Kowiai,Vulnerable,600,-3.9437,134.0881,Indonesia
Kuikuro,Vulnerable,600,-12.35,-53.21,Brazil
Laiyolo,Definitely endangered,600,-6.3862,120.4733,Indonesia
Mo'da,Critically endangered,600,6.5008,29.9377,Sudan
Northern Selkup,Severely endangered,600,65.7035,82.4441,Russia
Penrhyn,Severely endangered,600,-9.0153,-158.0218,Cook Is.
Pintupi,Vulnerable,600,-22.8882,128.3203,Australia
Piratapuya (Colombia),Critically endangered,600,0.8333,-69.5,Colombia
Siona / Secoya (Ecuador),Severely endangered,600,-0.0659,-76.3989,Ecuador
Sonsorol,Severely endangered,600,7.4278,134.5495,Palau
Teanu,Definitely endangered,600,-11.6219,166.9633,Solomon Is.
Yaminahua (Brazil),Vulnerable,600,-10.6606,-69.6972,Brazil
Andoke,Severely endangered,597,-0.769,-72.2351,Colombia
Southern Tlapanec,Severely endangered,592,16.7325,-98.6034,Mexico
Orowe,Definitely endangered,587,-21.4223,165.4678,New Caledonia
Mosetén,Severely endangered,585,-15.4113,-67.5,Bolivia
Chatong,Definitely endangered,580,15.65,107.1166,Laos
Norfolk-Pitcairn (Norfolk),Definitely endangered,580,-29.0225,167.9425,Norfolk Island
Nunatsiavummiutut,Definitely endangered,575,56.532,-61.7408,Canada
Shuswap,Definitely endangered,570,51.7886,-122.2286,Canada
Xaragure,Vulnerable,566,-21.8054,166.4964,New Caledonia
Tapirapé,Vulnerable,564,-10.6606,-50.4602,Brazil
Lacandón,Critically endangered,563,16.706,-91.0641,Mexico
Zapotec of Zimatlán de Álvarez,Definitely endangered,562,16.8666,-96.7833,Mexico
Chilcotin,Definitely endangered,560,52.031,-123.1678,Canada
Chácobo,Definitely endangered,550,-11.3454,-65.8135,Bolivia
Gao,Vulnerable,550,-8.3514,159.8167,Solomon Is.
Geme,Critically endangered,550,8.4941,20.6378,Central African Rep.
Karore,Vulnerable,550,-6.1542,149.8205,Papua New Guinea
Yuhup (Colombia),Definitely endangered,550,-0.5493,-69.9169,Colombia
Western Tlapanec,Vulnerable,549,17.4101,-99.2423,Mexico
Hinukh,Definitely endangered,548,42.1801,45.977,Russia
Anuki,Definitely endangered,542,-9.6522,149.7656,Papua New Guinea
Imeraguen,Definitely endangered,534,18.9166,-15.996,Mauritania
Narpa,Definitely endangered,533,28.7315,84.261,Nepal
Akatek (Mexico),Vulnerable,532,16.7823,-93.1061,Mexico
Naskapi,Vulnerable,525,54.903,-66.802,Canada
Archi,Definitely endangered,524,41.9839,46.8127,Russia
Yawanawá,Vulnerable,519,-10.8333,-70.0927,Brazil
Raute,Severely endangered,518,28.9744,80.7969,Nepal
Seri,Vulnerable,518,29.2333,-112.2,Mexico
Western Popoloc,Severely endangered,516,18.4141,-98.0176,Mexico
Yaqui (United States of America),Definitely endangered,510,32.1158,-111.0638,United States of America
Kalapalo,Vulnerable,506,-12.1574,-53.2521,Brazil
Nganasan,Severely endangered,505,72.816,91.582,Russia
Jakaltek (Mexico),Severely endangered,504,16.3137,-93.2084,Mexico
Zapotec of San Antonino el Alto,Definitely endangered,504,16.8166,-97.0333,Mexico
Purum,Critically endangered,503,24.3521,93.5925,India
